TRACKING_MONTH,CARRIER,SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
2024 10,ODFL,RICHMOND,VA,US,PERRYSBURG,OH,US,10,2,5,40
2024 09,ODFL,LANCASTER,TX,US,LENEXA,KS,US,3,1,4,100
2024 10,ODFL,LANCASTER,TX,US,OKLAHOMA CITY,OK,US,22,1,3,29
2024 11,ODFL,LANCASTER,TX,US,NEWTON,NC,US,6,2,5,67
2024 11,ODFL,LANCASTER,TX,US,STUARTS DRAFT,VA,US,6,2,4,100
2024 11,ODFL,LANCASTER,TX,US,PORTLAND,TN,US,2,2,2,100
2024 11,ABFS,LANCASTER,TX,US,CORSICANA,TX,US,3,1,9,34
2024 09,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,4,2,5,100
2025 01,ODFL,CHICAGO,IL,US,OKLAHOMA CITY,OK,US,8,2,3,75
2025 02,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,18,2,3,67
2024 11,ODFL,CHICAGO,IL,US,OCONOMOWOC,WI,US,4,1,5,50
2024 11,RBTW,CHICAGO,IL,US,RICHMOND,VA,US,18,2,3,9
2024 09,ODFL,LOSANGELES,CA,US,TYLER,TX,US,2,3,5,100
2024 11,ODFL,RICHMOND,VA,US,MENOMONIE,WI,US,4,3,6,25
2024 12,ODFL,CHICAGO,IL,US,SHELBY,IA,US,10,1,3,60
2024 12,ODFL,CHICAGO,IL,US,PORTLAND,TN,US,6,2,5,100
2024 10,ODFL,CHICAGO,IL,US,HUTCHINSON,KS,US,3,2,3,100
2024 09,ODFL,RICHMOND,VA,US,PHOENIX,AZ,US,5,3,6,100
2024 08,RBTW,CHICAGO,IL,US,LACEY,WA,US,3,2,6,100
2024 10,ODFL,RICHMOND,VA,US,BOYNTON BEACH,FL,US,6,2,7,100
2024 10,ODFL,RICHMOND,VA,US,MARCY,NY,US,2,2,5,100
2024 09,ODFL,CHICAGO,IL,US,BROOKPARK,OH,US,2,1,6,50
2024 11,ODFL,LANCASTER,TX,US,MCLEANSVILLE,NC,US,2,2,7,100
2024 12,ODFL,RICHMOND,VA,US,WINDSOR,CT,US,4,2,4,50
2024 11,ODFL,RICHMOND,VA,US,PORTLAND,TN,US,2,2,3,100
2024 12,ODFL,CHICAGO,IL,US,HOLIDAY CITY,OH,US,10,1,3,40
2025 01,ODFL,DALLAS,TX,US,COPPELL,TX,US,9,1,5,34
2024 12,ODFL,CHICAGO,IL,US,SHAKOPEE,MN,US,8,1,6,63
2024 12,ODFL,LANCASTER,TX,US,KANSAS CITY,KS,US,11,1,6,28
2025 02,ODFL,DALLAS,TX,US,HOUSTON,TX,US,18,1,5,17
2025 03,ODFL,LOSANGELES,CA,US,LOVELAND,CO,US,9,3,6,45
2025 03,ODFL,DALLAS,TX,US,ONTARIO,CA,US,21,4,5,39
2025 02,ODFL,RICHMOND,VA,US,BLACK MOUNTAIN,NC,US,2,1,1,100
2025 02,ODFL,CHICAGO,IL,US,LEBANON,IN,US,8,1,3,38
2025 01,ODFL,LOSANGELES,CA,US,LOVELAND,CO,US,2,2,3,50
2024 10,ODFL,CHICAGO,IL,US,SMYRNA,DE,US,2,2,3,100
2024 11,ODFL,CHICAGO,IL,US,WINDSOR,CT,US,4,2,4,50
2024 12,ODFL,LANCASTER,TX,US,WACO,TX,US,6,1,4,34
2025 02,ODFL,LOSANGELES,CA,US,MERIDIAN,ID,US,8,2,4,75
2025 01,ODFL,CHICAGO,IL,US,HOLIDAY CITY,OH,US,8,1,1,100
2024 12,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,12,1,3,67
2025 02,ODFL,RICHMOND,VA,US,ABINGDON,VA,US,3,1,4,67
2025 02,ODFL,DALLAS,TX,US,ONTARIO,CA,US,5,3,8,40
2025 02,ODFL,CHICAGO,IL,US,LA CROSSE,WI,US,10,1,2,80
2024 11,ODFL,CHICAGO,IL,US,MCLEANSVILLE,NC,US,4,2,5,100
2025 01,ODFL,LANCASTER,TX,US,FRENCH CAMP,CA,US,2,3,7,100
2024 12,RBTW,GRAND RAPIDS,MI,US,LANCASTER,TX,US,8,3,3,25
2024 12,ODFL,CHICAGO,IL,US,HOPKINS,MN,US,4,1,6,50
2024 11,ODFL,LANCASTER,TX,US,WOODLAND,PA,US,2,3,5,100
2024 11,ODFL,LANCASTER,TX,US,ST. JAMES,MO,US,2,1,4,100
2024 11,ODFL,LANCASTER,TX,US,MT. CRAWFORD,VA,US,2,2,5,100
2024 12,RBTW,RICHMOND,VA,US,FISHERSVILLE,VA,US,2,1,1,100
2024 11,ODFL,LANCASTER,TX,US,HOPKINS,MN,US,2,2,2,100
2025 02,ODFL,DALLAS,TX,US,LAKE BUENA VISTA,FL,US,2,4,3,100
2025 02,ODFL,RICHMOND,VA,US,JUPITER,FL,US,6,2,4,100
2025 02,ODFL,LANCASTER,TX,US,WILMER,TX,US,8,1,2,50
2025 02,ODFL,CHICAGO,IL,US,OKLAHOMA CITY,OK,US,6,2,6,34
2025 01,ODFL,LOSANGELES,CA,US,WOODLAND,CA,US,4,1,2,100
2025 02,RBTW,RICHMOND,VA,US,LANCASTER,TX,US,2,2,3,50
2025 03,ABFS,LANCASTER,TX,US,CORSICANA,TX,US,3,1,9,34
2025 03,ODFL,LANCASTER,TX,US,SANGER,TX,US,10,2,2,60
2025 03,ODFL,LANCASTER,TX,US,PORTLAND,TN,US,2,2,2,100
2025 03,ODFL,LOSANGELES,CA,US,TYLER,TX,US,4,3,4,100
2025 03,ODFL,RICHMOND,VA,US,STAUNTON,VA,US,4,1,3,100
2025 03,ODFL,CHICAGO,IL,US,AMSTERDAM,NY,US,3,2,4,67
2025 03,ODFL,CHICAGO,IL,US,OMAHA,NE,US,8,1,4,25
2025 01,ODFL,CHICAGO,IL,US,MIDWAY,TN,US,2,1,2,100
2025 02,RBTW,CHICAGO,IL,US,GRAND RAPIDS,MI,US,2,1,1,100
2025 03,ODFL,LANCASTER,TX,US,BROOKSVILLE,FL,US,4,3,4,100
2025 03,ODFL,LOSANGELES,CA,US,ROCKLIN,CA,US,8,1,4,13
2025 02,ODFL,DALLAS,TX,US,GROVEPORT,OH,US,6,3,5,50
2025 02,ODFL,LOSANGELES,CA,US,IRVINE,CA,US,2,1,2,100
2025 01,ODFL,RICHMOND,VA,US,DUBLIN,GA,US,4,2,5,100
2025 02,ODFL,CHICAGO,IL,US,TOBYHANNA,PA,US,2,2,3,100
2025 03,ODFL,DALLAS,TX,US,COPPELL,TX,US,9,2,6,34
2025 03,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,12,1,3,67
2025 03,ODFL,CHICAGO,IL,US,CLEVELAND,TN,US,8,3,6,100
2025 03,ODFL,CHICAGO,IL,US,BEAVER DAM,WI,US,2,2,2,100
2025 03,ODFL,DALLAS,TX,US,KANSAS CITY,MO,US,6,2,5,100
2025 01,ODFL,CHICAGO,IL,US,TOPEKA,KS,US,2,2,4,100
2025 01,ODFL,LOSANGELES,CA,US,LA GRANGE,GA,US,2,4,6,100
2025 03,ODFL,LANCASTER,TX,US,OPELOUSAS,LA,US,2,1,2,50
2025 03,ODFL,RICHMOND,VA,US,HICKORY,NC,US,4,1,1,50
2025 03,ODFL,CHICAGO,IL,US,ST. JAMES,MO,US,2,1,2,100
2025 03,ODFL,RICHMOND,VA,US,FT PIERCE,FL,US,6,2,7,50
2025 03,ODFL,RICHMOND,VA,US,BOYNTON BEACH,FL,US,6,3,7,100
2025 02,ODFL,RICHMOND,VA,US,OCONOMOWOC,WI,US,2,3,6,100
2025 03,ODFL,RICHMOND,VA,US,PORTLAND,TN,US,4,2,4,100
2025 04,ODFL,CHICAGO,IL,US,SHELBY,NC,US,4,2,6,50
2025 03,ODFL,RICHMOND,VA,US,LOVELAND,CO,US,2,3,5,100
2025 03,ODFL,CHICAGO,IL,US,NORTH CANTON,OH,US,2,1,5,50
2025 03,ODFL,RICHMOND,VA,US,HOPKINS,MN,US,2,3,2,100
2025 04,ODFL,LANCASTER,TX,US,KANSAS CITY,KS,US,4,1,4,100
2025 03,ODFL,CHICAGO,IL,US,LAKELAND,FL,US,8,3,5,34
2025 04,ABFS,LANCASTER,TX,US,CORSICANA,TX,US,18,1,3,70
2025 04,ODFL,RICHMOND,VA,US,LAKELAND,FL,US,14,2,5,65
2025 04,ODFL,LANCASTER,TX,US,SANGER,TX,US,4,1,2,100
2025 04,ODFL,RICHMOND,VA,US,MCLEANSVILLE,NC,US,9,1,5,100
2025 04,ODFL,CHICAGO,IL,US,KANSAS CITY,KS,US,12,1,5,100
2025 04,ODFL,CHICAGO,IL,US,SMYRNA,DE,US,4,2,6,100
2025 04,ODFL,CHICAGO,IL,US,LENEXA,KS,US,15,1,2,40
2025 04,ODFL,CHICAGO,IL,US,HOLIDAY CITY,OH,US,6,1,4,100
2025 04,ODFL,LANCASTER,TX,US,LOVELAND,CO,US,2,2,3,50
2025 04,ODFL,CHICAGO,IL,US,BOCA RATON,FL,US,3,3,6,100
2025 04,ODFL,CHICAGO,IL,US,WOODLAND,PA,US,6,2,3,67
2025 04,ODFL,CHICAGO,IL,US,PLANO,IL,US,6,1,2,67
2025 04,ODFL,LANCASTER,TX,US,BESSEMER,AL,US,7,2,4,43
2025 04,ODFL,LANCASTER,TX,US,HOPE MILLS,NC,US,3,2,4,67
2025 04,FXFC,MILTON,ON,CA,GATINEAU,QC,CA,4,1,1,50
2025 04,ODFL,LANCASTER,TX,US,MARCY,NY,US,2,3,5,100
2025 04,ODFL,LANCASTER,TX,US,APPLE VALLEY,CA,US,4,2,5,50
2025 04,ODFL,CHICAGO,IL,US,URBANA,IL,US,2,1,5,100
2025 04,FXFC,MILTON,ON,CA,ST LEONARD,QC,CA,1,1,1,100
2025 04,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,6,1,4,100
2025 04,FXFC,MILTON,ON,CA,TROIS-RIVIERES OUEST,QC,CA,2,1,1,100
2025 04,ODFL,LANCASTER,TX,US,GREENFIELD,IN,US,2,2,3,100
2025 04,ODFL,CHICAGO,IL,US,SUN PRAIRIE,WI,US,3,1,3,100
2025 05,ABFS,RICHMOND,VA,US,MACON,GA,US,66,3,3,28
2025 05,ODFL,DALLAS,TX,US,FLOWER MOUND,TX,US,60,1,2,92
2025 05,ODFL,CHICAGO,IL,US,LA CROSSE,WI,US,65,1,2,95
2025 05,ODFL,RICHMOND,VA,US,TWINSBURG,OH,US,25,2,1,100
2025 05,ODFL,DALLAS,TX,US,KENT,WA,US,38,5,2,93
2025 05,ODFL,RICHMOND,VA,US,YORK,PA,US,29,1,2,38
2025 05,ODFL,LOSANGELES,CA,US,LOSANGELES,CA,US,33,0,2,81
2025 05,ODFL,CHICAGO,IL,US,BYRON CENTER,MI,US,21,1,2,91
2025 05,ODFL,LANCASTER,TX,US,WILMER,TX,US,18,0,2,100
2025 05,ODFL,LANCASTER,TX,US,SHAFTER,CA,US,4,2,1,75
2025 05,ODFL,LANCASTER,TX,US,OPELOUSAS,LA,US,30,0,1,100
2025 05,ODFL,RICHMOND,VA,US,MANCHESTER,CT,US,39,2,5,21
2025 05,ODFL,RICHMOND,VA,US,BROOKPARK,OH,US,42,2,4,17
2025 05,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,9,1,1,100
2025 05,ODFL,RICHMOND,VA,US,GALESBURG,MI,US,21,2,3,43
2025 05,RBTW,CHICAGO,IL,US,GRAND RAPIDS,MI,US,2,6,2,50
2025 04,ODFL,CHICAGO,IL,US,MIDWAY,GA,US,3,2,6,34
2025 05,ODFL,CHICAGO,IL,US,MADISON,WI,US,23,1,2,87
2025 05,ODFL,CHICAGO,IL,US,CUMMING,IA,US,26,1,2,85
2025 05,ODFL,RICHMOND,VA,US,JUPITER,FL,US,37,2,5,17
2025 05,ODFL,LOSANGELES,CA,US,WEST JORDAN,UT,US,82,1,2,65
2025 04,ODFL,DALLAS,TX,US,HAUPPAUGE,NY,US,20,4,5,13
2025 05,ODFL,CHICAGO,IL,US,WOODBURN,OR,US,33,5,6,28
2024 06,ODFL,DALLAS,TX,US,CHARLOTTE,NC,US,12,3,6,17
2024 06,ODFL,CHICAGO,IL,US,HURRICANE,UT,US,8,3,5,25
2024 07,ODFL,LOSANGELES,CA,US,TYLER,TX,US,2,3,5,100
2024 06,RBTW,LOSANGELES,CA,US,RIALTO,CA,US,8,6,1,25
2024 06,ODFL,LOSANGELES,CA,US,PORTLAND,TN,US,1,4,7,100
2024 06,ODFL,CHICAGO,IL,US,CHIPPEWA FALLS,WI,US,18,1,4,40
2024 07,ODFL,CHICAGO,IL,US,TIFTON,GA,US,12,2,5,20
2024 06,ODFL,DALLAS,TX,US,BIRMINGHAM,AL,US,4,3,5,50
2024 08,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,11,2,5,82
2024 06,ODFL,CHICAGO,IL,US,MADISON,WI,US,2,1,2,100
2024 07,ODFL,CHICAGO,IL,US,HOPKINS,MN,US,8,1,5,50
2024 06,ODFL,CHICAGO,IL,US,MIDLOTHIAN,TX,US,2,2,6,100
2024 06,ODFL,LANCASTER,TX,US,SEARCY,AR,US,3,1,3,34
2024 07,ODFL,DALLAS,TX,US,BALTIMORE,MD,US,2,4,3,100
2024 08,ODFL,CHICAGO,IL,US,BROWNSTOWN,MI,US,8,1,3,38
2024 08,ODFL,CHICAGO,IL,US,WOODLAND,CA,US,8,5,8,25
2024 08,ODFL,LOSANGELES,CA,US,COMMERCE,CA,US,18,1,6,34
2024 08,ODFL,CHICAGO,IL,US,WOODLAND,PA,US,6,2,5,34
2024 07,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,12,1,2,60
2024 07,ODFL,LOSANGELES,CA,US,WOODLAND,CA,US,8,1,3,50
2024 07,ODFL,CHICAGO,IL,US,WEST JEFFERSON,OH,US,22,1,3,23
2024 07,ODFL,SEATTLE,WA,US,RIALTO,CA,US,4,2,6,100
2024 08,ODFL,CHICAGO,IL,US,OPELOUSAS,LA,US,12,2,4,38
2024 08,ODFL,CHICAGO,IL,US,GREENFIELD,IN,US,8,1,4,50
2024 06,ODFL,DALLAS,TX,US,COPPELL,TX,US,9,1,5,34
2024 08,ODFL,CHICAGO,IL,US,MCLEANSVILLE,NC,US,2,2,7,100
2024 07,ODFL,CHICAGO,IL,US,READING,PA,US,8,2,5,38
2024 08,ODFL,LANCASTER,TX,US,MIDWAY,GA,US,4,2,4,25
2024 07,ODFL,LANCASTER,TX,US,OPELOUSAS,LA,US,1,1,2,100
2024 08,ODFL,RICHMOND,VA,US,DUBLIN,GA,US,4,2,5,75
2024 08,ODFL,LANCASTER,TX,US,LONGVIEW,TX,US,3,1,5,34
2024 08,ODFL,LANCASTER,TX,US,WAXAHACHIE,TX,US,4,1,3,50
2024 08,ODFL,LOSANGELES,CA,US,MORENO VALLEY,CA,US,8,1,3,25
2024 07,ODFL,DALLAS,TX,US,ONTARIO,CA,US,15,3,7,40
2024 07,ODFL,RICHMOND,VA,US,READING,PA,US,6,1,6,50
2024 06,ODFL,LANCASTER,TX,US,OPELOUSAS,LA,US,5,1,2,34
2024 08,ODFL,CHICAGO,IL,US,OCONOMOWOC,WI,US,4,1,3,100
2024 06,ODFL,DALLAS,TX,US,LONDON,OH,US,6,3,6,50
2024 07,ODFL,SEATTLE,WA,US,PUYALLUP,WA,US,15,1,5,80
2024 07,ODFL,LANCASTER,TX,US,OKLAHOMA CITY,OK,US,12,1,4,50
2024 07,ODFL,LANCASTER,TX,US,LOVELAND,CO,US,2,2,2,100
2024 08,ODFL,CHICAGO,IL,US,MAUMELLE,AR,US,6,2,4,50
2024 05,ODFL,SEATTLE,WA,US,CLACKAMAS,OR,US,3,1,3,100
2024 08,ODFL,DALLAS,TX,US,GREENCASTLE,PA,US,2,4,6,100
2024 07,ODFL,RICHMOND,VA,US,BROOKSVILLE,FL,US,4,2,3,50
2024 08,ODFL,LANCASTER,TX,US,VILLA RICA,GA,US,3,2,2,100
2024 10,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,27,5,2,15
2024 05,HOSD,GRAND RAPIDS,MI,US,CHICAGO,IL,US,9,3,2,78
2024 09,ODFL,LOSANGELES,CA,US,INDIANAPOLIS,IN,US,5,3,7,40
2024 06,ODFL,RICHMOND,VA,US,RAYMOND,NH,US,2,2,5,50
2024 10,ODFL,LOSANGELES,CA,US,MIDWAY,GA,US,2,4,5,100
2024 09,ODFL,LANCASTER,TX,US,SAN ANTONIO,TX,US,25,1,3,44
2024 09,RBTW,GRAND RAPIDS,MI,US,LANCASTER,TX,US,12,6,4,34
2024 09,ODFL,CHICAGO,IL,US,DACULA,GA,US,6,2,7,100
2024 07,ODFL,CHICAGO,IL,US,SANTA ROSA,CA,US,3,5,8,100
2024 07,ODFL,LANCASTER,TX,US,LENEXA,KS,US,1,1,1,100
2024 07,RBTW,CHICAGO,IL,US,READING,PA,US,2,1,2,50
2024 05,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,2,1,2,100
2024 08,ODFL,RICHMOND,VA,US,SEALY,TX,US,2,2,4,100
2024 07,ODFL,SEATTLE,WA,US,CHIPPEWA FALLS,WI,US,5,4,6,60
2024 08,ODFL,RICHMOND,VA,US,TYLER,TX,US,6,3,7,67
2024 08,ODFL,RICHMOND,VA,US,LOVELAND,CO,US,2,3,3,100
2024 08,ODFL,DALLAS,TX,US,WILLIAMSBURG,VA,US,4,5,4,100
2024 07,ODFL,DALLAS,TX,US,BAYONNE,NJ,US,2,4,4,100
2024 07,ODFL,LANCASTER,TX,US,BEAVER DAM,WI,US,1,2,3,100
2024 07,ODFL,CHICAGO,IL,US,LOVELAND,CO,US,2,2,5,100
2024 09,ODFL,CHICAGO,IL,US,SHAFTER,CA,US,2,4,6,100
2024 09,ODFL,CHICAGO,IL,US,AMSTERDAM,NY,US,9,2,3,80
2024 09,ODFL,LOSANGELES,CA,US,WOODLAND,CA,US,12,1,3,100
2024 09,ODFL,LANCASTER,TX,US,AMARILLO,TX,US,6,1,5,17
2024 09,ODFL,CHICAGO,IL,US,MADISON,AL,US,4,2,3,50
2024 09,ODFL,CHICAGO,IL,US,OKLAHOMA CITY,OK,US,4,2,3,50
2024 09,ODFL,CHICAGO,IL,US,URBANA,IL,US,4,1,3,100
2024 09,ODFL,CHICAGO,IL,US,OCONOMOWOC,WI,US,4,1,2,100
2024 09,ODFL,CHICAGO,IL,US,SANGER,TX,US,10,2,5,70
2024 09,ODFL,CHICAGO,IL,US,JOLIET,IL,US,7,1,6,15
2024 09,ODFL,CHICAGO,IL,US,OPELOUSAS,LA,US,6,2,4,50
2024 09,ODFL,SEATTLE,WA,US,SHAFTER,CA,US,2,2,5,100
2024 11,HOSD,GRAND RAPIDS,MI,US,CHICAGO,IL,US,66,5,2,61
2024 11,RBTW,LANCASTER,TX,US,ARDMORE,OK,US,2,1,1,50
2024 10,ODFL,LANCASTER,TX,US,MCLEANSVILLE,NC,US,2,2,7,100
2024 09,ODFL,CHICAGO,IL,US,KENOSHA,WI,US,2,1,2,100
2024 11,ODFL,CHICAGO,IL,US,DACULA,GA,US,2,2,7,100
2024 09,RBTW,RICHMOND,VA,US,LANCASTER,TX,US,4,2,3,25
2024 11,ODFL,RICHMOND,VA,US,LAKELAND,FL,US,6,2,8,100
2024 07,ODFL,CHICAGO,IL,US,AMSTERDAM,NY,US,5,2,6,40
2024 12,ODFL,RICHMOND,VA,US,BOYNTON BEACH,FL,US,2,2,6,100
2024 10,ODFL,CHICAGO,IL,US,WILTON,NY,US,6,2,6,34
2024 11,ODFL,LOSANGELES,CA,US,GRANTSVILLE,UT,US,2,2,5,100
2024 12,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,19,1,5,63
2024 10,ODFL,LANCASTER,TX,US,PHOENIX,AZ,US,6,2,4,67
2024 10,ODFL,LOSANGELES,CA,US,PRESCOTT VALLEY,AZ,US,10,2,4,25
2024 12,ODFL,CHICAGO,IL,US,LA CROSSE,WI,US,7,1,3,15
2024 10,ODFL,RICHMOND,VA,US,COLDWATER,MI,US,2,2,6,100
2024 12,ODFL,RICHMOND,VA,US,JEFFERSON,GA,US,16,1,6,20
2024 12,ODFL,RICHMOND,VA,US,CARLISLE,PA,US,21,1,4,67
2025 01,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,21,2,6,53
2024 12,ODFL,CHICAGO,IL,US,WINDSOR,WI,US,6,1,3,34
2024 09,RBTW,GRAND RAPIDS,MI,US,LOSANGELES,CA,US,3,6,5,34
2024 10,ODFL,LANCASTER,TX,US,NEWTON,NC,US,2,2,4,100
2024 09,ODFL,DALLAS,TX,US,BERKLEY,MI,US,4,4,5,50
2025 01,ODFL,LOSANGELES,CA,US,PRESCOTT VALLEY,AZ,US,4,2,3,75
2025 01,ODFL,CHICAGO,IL,US,CLEVELAND,TN,US,6,2,8,100
2024 10,ODFL,LOSANGELES,CA,US,GALESBURG,MI,US,2,4,5,100
2024 09,ODFL,RICHMOND,VA,US,DENVER,PA,US,2,1,2,100
2024 09,RBTW,LANCASTER,TX,US,FORT WAYNE,IN,US,1,1,1,100
2024 08,ODFL,CHICAGO,IL,US,WILTON,NY,US,4,2,12,50
2024 08,ODFL,CHICAGO,IL,US,MIDWAY,GA,US,4,2,5,100
2024 08,ODFL,LANCASTER,TX,US,FRIDLEY,MN,US,2,2,9,50
2024 08,RBTW,DALLAS,TX,US,LOSANGELES,CA,US,1,2,3,100
2024 08,ODFL,CHICAGO,IL,US,NEWTON,NC,US,2,2,2,100
2024 08,ODFL,CHICAGO,IL,US,ST. CLOUD,MN,US,2,1,5,100
2024 08,ODFL,CHICAGO,IL,US,LOXLEY,AL,US,2,3,3,100
2024 09,ODFL,RICHMOND,VA,US,NORTH CANTON,OH,US,8,2,5,13
2024 08,ODFL,RICHMOND,VA,US,BREINIGSVILLE,PA,US,3,1,7,100
2024 08,ODFL,RICHMOND,VA,US,S. PORTLAND,ME,US,4,2,4,50
2024 08,ODFL,SEATTLE,WA,US,MADISON,AL,US,2,5,7,100
2024 08,ODFL,LOSANGELES,CA,US,TYLER,TX,US,2,3,7,50
2024 11,ODFL,LOSANGELES,CA,US,PRESCOTT VALLEY,AZ,US,2,2,5,50
2024 10,ODFL,CHICAGO,IL,US,JOLIET,IL,US,6,1,7,17
2024 11,ABFS,LANCASTER,TX,US,GRAIN VALLEY,MO,US,5,2,5,20
2025 01,ODFL,CHICAGO,IL,US,BLUFFTON,IN,US,10,1,8,80
2025 02,ODFL,LOSANGELES,CA,US,RANCHO CUCAMONGA,CA,US,5,1,8,40
2025 01,ODFL,LANCASTER,TX,US,ARDMORE,OK,US,6,3,4,17
2024 12,ODFL,LOSANGELES,CA,US,MORENO VALLEY,CA,US,6,1,3,34
2024 11,ODFL,DALLAS,TX,US,LONDON,OH,US,6,3,5,50
2024 11,ODFL,DALLAS,TX,US,STOCKTON,CA,US,3,4,8,34
2024 11,ABFS,LOSANGELES,CA,US,SAN BERNARDINO,CA,US,12,1,4,25
2024 11,ODFL,LANCASTER,TX,US,WILMER,TX,US,6,1,1,100
2024 10,ODFL,CHICAGO,IL,US,CHARLOTTE,NC,US,4,2,4,50
2024 11,ODFL,LANCASTER,TX,US,PHOENIX,AZ,US,5,2,5,40
2024 11,ODFL,LANCASTER,TX,US,BESSEMER,AL,US,2,2,4,100
2024 11,ODFL,LANCASTER,TX,US,AMSTERDAM,NY,US,4,3,5,50
2024 09,ODFL,LANCASTER,TX,US,JACKSON,GA,US,2,2,3,100
2024 11,ODFL,LANCASTER,TX,US,WACO,TX,US,4,1,5,50
2024 11,ODFL,LANCASTER,TX,US,PALESTINE,TX,US,2,1,3,100
2024 09,ODFL,RICHMOND,VA,US,TEWKSBURY,MA,US,2,2,7,50
2024 10,ODFL,CHICAGO,IL,US,MADISON,WI,US,2,1,6,100
2024 11,ODFL,RICHMOND,VA,US,BURLINGTON,NJ,US,8,1,5,25
2024 11,ODFL,RICHMOND,VA,US,GANSEVOORT,NY,US,6,2,5,34
2024 12,ODFL,CHICAGO,IL,US,AMSTERDAM,NY,US,3,2,5,67
2024 12,ODFL,DALLAS,TX,US,ONTARIO,CA,US,6,3,12,50
2024 09,ODFL,CHICAGO,IL,US,MADISON,WI,US,2,1,2,100
2024 09,ODFL,DALLAS,TX,US,DETROIT,MI,US,2,4,3,100
2024 12,ODFL,LOSANGELES,CA,US,AURORA,CO,US,4,2,6,100
2024 10,ODFL,CHICAGO,IL,US,OPELOUSAS,LA,US,4,2,3,25
2025 02,ODFL,LANCASTER,TX,US,LONGVIEW,TX,US,4,1,3,100
2025 02,ODFL,CHICAGO,IL,US,INWOOD,WV,US,6,2,5,25
2025 02,ODFL,CHICAGO,IL,US,HOLIDAY CITY,OH,US,10,1,2,40
2025 03,ODFL,LOSANGELES,CA,US,RANCHO CUCAMONGA,CA,US,8,2,10,50
2024 10,ODFL,LANCASTER,TX,US,FONTANA,CA,US,2,2,6,100
2025 02,ODFL,RICHMOND,VA,US,MCLEANSVILLE,NC,US,8,1,7,100
2024 12,ODFL,DALLAS,TX,US,GREENCASTLE,PA,US,4,4,7,50
2024 11,ODFL,RICHMOND,VA,US,FRIDLEY,MN,US,4,3,5,50
2024 12,ODFL,CHICAGO,IL,US,LEBANON,IN,US,6,1,4,100
2024 12,ODFL,CHICAGO,IL,US,MELROSE PARK,IL,US,2,1,4,100
2024 12,ODFL,LOSANGELES,CA,US,LOVELAND,CO,US,2,2,5,100
2025 02,ODFL,RICHMOND,VA,US,PERRYSBURG,OH,US,8,2,4,100
2024 12,ODFL,CHICAGO,IL,US,MIDWAY,GA,US,2,2,4,100
2024 12,ODFL,LANCASTER,TX,US,ARDMORE,OK,US,6,3,5,34
2024 11,ODFL,CHICAGO,IL,US,JEFFERSON,GA,US,1,2,2,100
2024 12,ODFL,CHICAGO,IL,US,GOODLETTSVILLE,TN,US,2,2,5,100
2024 12,ODFL,LANCASTER,TX,US,TOBYHANNA,PA,US,2,3,6,100
2024 11,ODFL,LANCASTER,TX,US,BEAVER DAM,WI,US,2,2,5,100
2025 02,ODFL,CHICAGO,IL,US,PLANO,IL,US,10,1,2,20
2025 03,ODFL,CHICAGO,IL,US,KILGORE,TX,US,22,2,4,25
2025 03,ODFL,LANCASTER,TX,US,MOUNT PLEASANT,IA,US,2,3,4,50
2025 01,ODFL,RICHMOND,VA,US,PERRYSBURG,OH,US,2,2,4,100
2025 03,ODFL,DALLAS,TX,US,CHICAGO,IL,US,3,4,6,100
2025 02,ODFL,CHICAGO,IL,US,CLINTON,IA,US,3,1,3,100
2025 03,ODFL,CHICAGO,IL,US,SEARCY,AR,US,4,2,5,100
2025 03,ODFL,CHICAGO,IL,US,TOBYHANNA,PA,US,4,2,4,100
2025 03,ODFL,CHICAGO,IL,US,WOODLAND,PA,US,2,2,5,100
2025 02,ODFL,DALLAS,TX,US,IMPERIAL,PA,US,8,3,6,13
2025 01,ODFL,RICHMOND,VA,US,BLACK MOUNTAIN,NC,US,2,1,3,100
2025 02,ODFL,CHICAGO,IL,US,BROOKSVILLE,FL,US,2,3,4,100
2025 03,ODFL,LANCASTER,TX,US,SEYMOUR,IN,US,4,3,4,50
2025 03,ODFL,CHICAGO,IL,US,FT PIERCE,FL,US,2,4,4,100
2025 03,ODFL,LANCASTER,TX,US,CHAMBERSBURG,PA,US,2,3,4,100
2025 03,ODFL,RICHMOND,VA,US,CARLISLE,PA,US,18,1,2,40
2025 02,ODFL,LOSANGELES,CA,US,DINUBA,CA,US,2,1,6,100
2024 12,ODFL,LANCASTER,TX,US,OTTAWA,KS,US,2,1,4,100
