SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,TMODE,COST_PER_LB,COST_PER_MILE,COST_PER_CUFT,SHP_COUNT,MODE_PREFERENCE
CHICAGO,IL,US,HAZLETON,PA,US,LTL,0.22,1.17,2.78,5,Preferred Mode
CHICAGO,IL,US,HAZLETON,PA,US,TL,0.22,3.44,1.99,1,Least Preferred Mode
CHICAGO,IL,US,HENDERSON,NV,US,LTL,0.28,1.95,4.59,1,Preferred Mode
CHICAGO,IL,US,HERMISTON,OR,US,LTL,21.37,0.1,96.15,1,Preferred Mode
CHICAGO,IL,US,HIALEAH,FL,US,LTL,0.35,0.31,2.43,1,Preferred Mode
CHICAGO,IL,US,HIALEAH,FL,US,TL,0.72,2.8,5.9,1,Preferred Mode
CHICAGO,IL,US,HIALEAH GARDENS,FL,US,LTL,0.31,0.58,2.62,1,Preferred Mode
CHICAGO,IL,US,"HIALEAH GARDENS,",FL,US,LTL,0.41,0.31,3.37,2,Preferred Mode
CHICAGO,IL,US,HOLIDAY CITY,OH,US,LTL,0.2,0.77,4.1,50,Preferred Mode
CHICAGO,IL,US,HOLLYWOOD,FL,US,LTL,0.32,0.59,2.62,23,Preferred Mode
CHICAGO,IL,US,HOLLYWOOD,FL,US,TL,0.18,2.85,1.35,1,Least Preferred Mode
CHICAGO,IL,US,HOMER,MI,US,LTL,0.64,0.64,5.32,1,Preferred Mode
CHICAGO,IL,US,HOPE MILLS,NC,US,LTL,1.32,0.38,7.7,14,Preferred Mode
CHICAGO,IL,US,HOPE MILLS,NC,US,PARCEL,263.16,6.16,1666.67,1,Least Preferred Mode
CHICAGO,IL,US,HOPEWELL JUNCTION,NY,US,LTL,0.24,0.32,3.99,1,Preferred Mode
CHICAGO,IL,US,HOPKINS,MN,US,LTL,0.21,0.5,4.85,33,Preferred Mode
CHICAGO,IL,US,HOPKINSVILLE,KY,US,LTL,0.14,1.14,0.86,3,Least Preferred Mode
CHICAGO,IL,US,HOPKINSVILLE,KY,US,TL,0.06,2.8,0.52,129,Preferred Mode
CHICAGO,IL,US,HOUSTON,TX,US,TL,0.31,2.65,5.46,1,Preferred Mode
CHICAGO,IL,US,HOWARD BEACH,NY,US,LTL,0.84,0.16,6.6,1,Preferred Mode
CHICAGO,IL,US,HUNTLEY,IL,US,LTL,0.87,2.43,7.29,4,Least Preferred Mode
CHICAGO,IL,US,HUNTLEY,IL,US,TL,0.01,6.86,0.29,5,Preferred Mode
CHICAGO,IL,US,HURRICANE,UT,US,LTL,1.1,0.23,9.54,45,Preferred Mode
CHICAGO,IL,US,HURRICANE,UT,US,TL,0.48,2.39,4.69,1,Least Preferred Mode
CHICAGO,IL,US,HUTCHINSON,KS,US,LTL,0.24,0.8,2.31,2,Preferred Mode
CHICAGO,IL,US,HUTCHINSON,KS,US,TL,0.18,3.05,1.74,2,Preferred Mode
CHICAGO,IL,US,IMPERIAL,PA,US,LTL,0.19,1.01,1.89,7,Preferred Mode
CHICAGO,IL,US,INDIANAPOLIS,IN,US,LTL,0.32,1.08,5.66,4,Least Preferred Mode
CHICAGO,IL,US,INDIANAPOLIS,IN,US,TL,0.05,4.12,0.45,46,Preferred Mode
CHICAGO,IL,US,INWOOD,WV,US,LTL,0.79,0.41,6.94,47,Preferred Mode
CHICAGO,IL,US,INWOOD,WV,US,PARCEL,383.3,7.68,1988.64,4,Least Preferred Mode
CHICAGO,IL,US,INWOOD,WV,US,TL,0.31,3.56,2.47,1,Least Preferred Mode
CHICAGO,IL,US,IRVINE,CA,US,LTL,0.37,0.91,8.89,1,Preferred Mode
CHICAGO,IL,US,JACKSON,GA,US,LTL,0.21,0.62,3.81,13,Preferred Mode
CHICAGO,IL,US,JACKSONVILLE,FL,US,LTL,0.3,0.51,4.08,4,Preferred Mode
CHICAGO,IL,US,JACKSONVILLE,FL,US,TL,0.3,3.33,2.04,1,Least Preferred Mode
CHICAGO,IL,US,JAMESTOWN,NC,US,LTL,0.21,0.72,2.12,1,Preferred Mode
CHICAGO,IL,US,JAMESTOWN,ND,US,LTL,3.76,0.27,101.59,1,Preferred Mode
CHICAGO,IL,US,JANESVILLE,IL,US,LTL,0.12,0.97,1.71,1,Preferred Mode
CHICAGO,IL,US,JANESVILLE,WI,US,LTL,0.19,2.02,2.24,57,Preferred Mode
CHICAGO,IL,US,JANESVILLE,WI,US,TL,0.05,5.32,0.4,1,Least Preferred Mode
CHICAGO,IL,US,JASPER,AR,US,LTL,0.64,0.24,5.32,1,Preferred Mode
CHICAGO,IL,US,JASPER,GA,US,LTL,0.56,0.26,5.49,1,Preferred Mode
CHICAGO,IL,US,JEFFERSON,GA,US,LTL,0.33,0.34,3.34,23,Preferred Mode
CHICAGO,IL,US,JEFFERSON,GA,US,TL,0.23,3.12,1.98,1,Least Preferred Mode
CHICAGO,IL,US,JOLIET,IL,US,LTL,0.15,9.81,3.13,29,Least Preferred Mode
CHICAGO,IL,US,JOLIET,IL,US,TL,0.01,23.33,0.23,40,Preferred Mode
CHICAGO,IL,US,JONESVILLE,SC,US,LTL,0.15,1.03,1.62,2,Preferred Mode
CHICAGO,IL,US,JUPITER,FL,US,LTL,0.6,0.13,10.32,3,Preferred Mode
CHICAGO,IL,US,KANSAS CITY,KS,US,LTL,0.3,0.56,3.46,60,Preferred Mode
CHICAGO,IL,US,KANSAS CITY,KS,US,TL,0.11,3.06,0.9,1,Least Preferred Mode
CHICAGO,IL,US,KENOSHA,WI,US,LTL,0.17,1.99,4.07,7,Preferred Mode
CHICAGO,IL,US,KERNERSVILLE,NC,US,LTL,0.21,0.8,2.06,7,Preferred Mode
CHICAGO,IL,US,KILGORE,TX,US,LTL,0.85,0.22,7.93,26,Preferred Mode
CHICAGO,IL,US,KILGORE,TX,US,PARCEL,21.1,5.97,178.57,1,Least Preferred Mode
CHICAGO,IL,US,KISSIMMEE,FL,US,LTL,0.42,0.35,3.17,6,Preferred Mode
CHICAGO,IL,US,KITTY HAWK,NC,US,LTL,0.29,0.39,1.62,3,Preferred Mode
CHICAGO,IL,US,LA CROSSE,WI,US,LTL,0.22,1.07,2.42,55,Preferred Mode
CHICAGO,IL,US,LA GRANGE,GA,US,LTL,0.32,0.45,2.45,4,Least Preferred Mode
CHICAGO,IL,US,LA GRANGE,GA,US,TL,0.14,3.06,1.08,141,Preferred Mode
CHICAGO,IL,US,LACEY,WA,US,LTL,0.45,0.25,2.03,1,Least Preferred Mode
CHICAGO,IL,US,LACEY,WA,US,TL,0.69,2.07,2.84,6,Preferred Mode
CHICAGO,IL,US,"LAFAYETTE,",IN,US,LTL,0.31,1.08,5.87,2,Preferred Mode
CHICAGO,IL,US,LAGRANGE,GA,US,LTL,0.35,0.28,2.57,1,Preferred Mode
CHICAGO,IL,US,LAKELAND,FL,US,LTL,0.28,0.78,3.68,15,Preferred Mode
CHICAGO,IL,US,LAKELAND,FL,US,TL,0.4,2.81,4.78,1,Least Preferred Mode
CHICAGO,IL,US,LAKEVILLE,MN,US,TL,0.05,3.17,0.48,1,Preferred Mode
CHICAGO,IL,US,LANCASTER,TX,US,LTL,0.19,1.26,3.89,1,Least Preferred Mode
CHICAGO,IL,US,LANCASTER,TX,US,TL,0.14,2.44,1.14,97,Preferred Mode
CHICAGO,IL,US,LANSING,MI,US,LTL,0.21,0.59,3.7,1,Preferred Mode
CHICAGO,IL,US,LAREDO,TX,US,LTL,0.42,0.1,6.05,3,Preferred Mode
CHICAGO,IL,US,LAWRENCEBURG,IN,US,LTL,0.26,1.3,2.48,2,Preferred Mode
CHICAGO,IL,US,LAWRENCEVILLE,GA,US,TL,0.16,3.17,1.66,1,Preferred Mode
CHICAGO,IL,US,LEBANON,IN,US,LTL,0.3,0.98,2.8,7,Preferred Mode
CHICAGO,IL,US,LEBANON,TN,US,LTL,0.16,0.97,1.29,10,Least Preferred Mode
CHICAGO,IL,US,LEBANON,TN,US,TL,0.1,2.8,0.81,32,Preferred Mode
CHICAGO,IL,US,LEE,MA,US,LTL,0.37,0.16,2.41,5,Preferred Mode
CHICAGO,IL,US,LENEXA,KS,US,LTL,0.18,1,1.54,40,Least Preferred Mode
CHICAGO,IL,US,LENEXA,KS,US,TL,0.11,2.87,0.82,98,Preferred Mode
CHICAGO,IL,US,LEWISBERRY,PA,US,LTL,0.21,0.56,1.53,4,Preferred Mode
CHICAGO,IL,US,LEWISBERRY,PA,US,TL,0.23,3.42,1.64,4,Preferred Mode
CHICAGO,IL,US,LEXINGTON,SC,US,LTL,0.35,0.33,4.09,21,Preferred Mode
CHICAGO,IL,US,LIVONIA,MI,US,LTL,0.2,1.02,1.44,6,Least Preferred Mode
CHICAGO,IL,US,LIVONIA,MI,US,TL,0.08,3.38,0.59,55,Preferred Mode
CHICAGO,IL,US,LOGAN TOWNSHIP,NJ,US,LTL,0.46,0.43,4.06,14,Preferred Mode
CHICAGO,IL,US,LOGAN TOWNSHIP,NJ,US,TL,0.41,3.31,2.41,1,Least Preferred Mode
CHICAGO,IL,US,LOLO,MT,US,LTL,0.6,0.13,3.71,1,Preferred Mode
CHICAGO,IL,US,LOVELAND,CO,US,LTL,0.39,0.42,3.55,22,Preferred Mode
CHICAGO,IL,US,LOWELL,AR,US,LTL,0.79,0.36,7.78,1,Preferred Mode
CHICAGO,IL,US,LOXLEY,AL,US,LTL,0.35,0.22,3.42,7,Preferred Mode
CHICAGO,IL,US,LUGOFF,SC,US,LTL,0.29,0.47,3.12,17,Preferred Mode
CHICAGO,IL,US,LUGOFF,SC,US,TL,0.33,2.55,2.05,1,Least Preferred Mode
CHICAGO,IL,US,MACHESNEY PARK,IL,US,LTL,0.5,1.39,3.57,2,Preferred Mode
CHICAGO,IL,US,MACON,GA,US,LTL,0.32,0.4,3.07,10,Preferred Mode
CHICAGO,IL,US,MACON,GA,US,PARCEL,124,6.57,1022.73,3,Least Preferred Mode
CHICAGO,IL,US,MACON,GA,US,TL,0.42,2.87,2.17,5,Least Preferred Mode
CHICAGO,IL,US,MADISON,AL,US,LTL,0.32,0.55,3.49,12,Preferred Mode
CHICAGO,IL,US,MADISON,WI,US,LTL,0.15,2.28,3.78,17,Preferred Mode
CHICAGO,IL,US,MANCHESTER,CT,US,LTL,0.28,0.25,5.03,1,Preferred Mode
CHICAGO,IL,US,MARCY,NY,US,LTL,1.41,0.4,8.06,13,Preferred Mode
CHICAGO,IL,US,MARGATE,FL,US,LTL,0.56,0.13,5.49,1,Preferred Mode
CHICAGO,IL,US,MARION,IN,US,LTL,0.13,2.45,2.48,13,Preferred Mode
CHICAGO,IL,US,MAUMELLE,AR,US,LTL,0.26,0.31,2.46,7,Preferred Mode
CHICAGO,IL,US,MCDONOUGH,GA,US,LTL,1.25,0.23,5.66,1,Preferred Mode
CHICAGO,IL,US,MCLEANSVILLE,NC,US,LTL,0.29,0.39,6.42,5,Preferred Mode
CHICAGO,IL,US,MEDINA,OH,US,LTL,0.21,0.83,2.62,22,Preferred Mode
CHICAGO,IL,US,MEDLEY,FL,US,LTL,0.39,0.33,2.84,4,Preferred Mode
CHICAGO,IL,US,MEDLEY,FL,US,TL,0.5,2.7,3.94,4,Preferred Mode
CHICAGO,IL,US,MELROSE PARK,IL,US,LTL,0.04,5.17,1.07,8,Preferred Mode
CHICAGO,IL,US,MELVILLE,NY,US,LTL,0.28,0.83,2.48,3,Preferred Mode
CHICAGO,IL,US,MEMPHIS,TN,US,LTL,0.13,1.35,2.43,2,Least Preferred Mode
CHICAGO,IL,US,MEMPHIS,TN,US,TL,0.04,2.29,0.77,12,Preferred Mode
CHICAGO,IL,US,MENOMONIE,WI,US,LTL,1.2,1.54,51.37,4,Least Preferred Mode
CHICAGO,IL,US,MENOMONIE,WI,US,TL,0.07,3.28,0.56,147,Preferred Mode
CHICAGO,IL,US,MERIDIAN,ID,US,LTL,0.36,1.03,9.43,1,Preferred Mode
CHICAGO,IL,US,MESA,AZ,US,LTL,0.36,0.46,2.59,1,Preferred Mode
CHICAGO,IL,US,MESQUITE,NV,US,LTL,0.59,0.17,7.12,17,Preferred Mode
CHICAGO,IL,US,MIAMI,FL,US,LTL,0.51,0.32,4.93,41,Preferred Mode
CHICAGO,IL,US,MIAMI,FL,US,PARCEL,42.37,3.76,357.14,1,Least Preferred Mode
CHICAGO,IL,US,MIDDLETOWN,OH,US,LTL,0.81,1.08,20.9,13,Least Preferred Mode
CHICAGO,IL,US,MIDDLETOWN,OH,US,PARCEL,57.1,17.13,1157.8,16,Preferred Mode
CHICAGO,IL,US,MIDLAND,GA,US,LTL,0.42,0.26,7.42,14,Preferred Mode
CHICAGO,IL,US,MIDLOTHIAN,TX,US,LTL,0.5,0.4,5.59,8,Preferred Mode
CHICAGO,IL,US,MIDWAY,GA,US,LTL,0.33,0.45,2.84,18,Preferred Mode
CHICAGO,IL,US,MIDWAY,TN,US,LTL,2.17,0.5,11.27,10,Preferred Mode
CHICAGO,IL,US,MILBANK,SD,US,LTL,0.33,0.39,3.53,15,Preferred Mode
CHICAGO,IL,US,MILTON,ON,CA,TL,0.15,2.74,0.97,1,Preferred Mode
CHICAGO,IL,US,MILTON-FREEWATER,OR,US,LTL,0.65,0.1,5.41,1,Preferred Mode
CHICAGO,IL,US,MINSTER,OH,US,LTL,0.55,0.54,4.28,1,Preferred Mode
CHICAGO,IL,US,MONAHANS,TX,US,LTL,0.33,0.23,2.07,1,Preferred Mode
CHICAGO,IL,US,MONROE,OH,US,LTL,0.14,1.16,1.06,10,Least Preferred Mode
CHICAGO,IL,US,MONROE,OH,US,TL,0.08,3.74,0.61,74,Preferred Mode
CHICAGO,IL,US,MONROE TOWNSHIP,NJ,US,TL,0.13,3.18,1.24,1,Preferred Mode
CHICAGO,IL,US,MONTGOMERY,NY,US,LTL,0.31,0.26,3.51,20,Preferred Mode
CHICAGO,IL,US,MONTICELLO,NY,US,LTL,0.21,1.09,3.85,1,Preferred Mode
CHICAGO,IL,US,MOUNDRIDGE,KS,US,LTL,0.61,0.2,5.07,1,Preferred Mode
CHICAGO,IL,US,MOUNT PLEASANT,IA,US,LTL,1.92,1.89,8.1,6,Least Preferred Mode
CHICAGO,IL,US,MOUNT PLEASANT,IA,US,TL,0.05,3.57,0.39,110,Preferred Mode
CHICAGO,IL,US,MOUNT PLEASANT,PA,US,LTL,0.4,0.34,4.07,21,Preferred Mode
CHICAGO,IL,US,MOUNT VERNON,IL,US,LTL,0.37,0.54,6.74,44,Preferred Mode
CHICAGO,IL,US,MOXEE,WA,US,LTL,0.5,0.45,5.1,17,Preferred Mode
CHICAGO,IL,US,MT. CRAWFORD,VA,US,LTL,0.93,0.39,6.38,11,Preferred Mode
CHICAGO,IL,US,N. KINGSTOWN,RI,US,LTL,0.25,1.34,5.52,2,Preferred Mode
CHICAGO,IL,US,N. KINGSTOWN,RI,US,TL,0.23,2.79,1.85,2,Preferred Mode
CHICAGO,IL,US,NASHVILLE,IL,US,LTL,1.25,0.52,8.95,1,Preferred Mode
CHICAGO,IL,US,NEW ALBANY,OH,US,LTL,0.26,0.47,4.97,2,Preferred Mode
CHICAGO,IL,US,NEW BRAUNFELS,TX,US,LTL,0.99,0.29,5.89,23,Preferred Mode
CHICAGO,IL,US,NEW CASTLE,DE,US,LTL,0.26,0.26,1.64,1,Preferred Mode
CHICAGO,IL,US,NEW CASTLE,DE,US,TL,0.35,3.34,2.18,1,Preferred Mode
CHICAGO,IL,US,NEWBERRY,FL,US,LTL,0.56,0.17,5.51,1,Preferred Mode
CHICAGO,IL,US,NEWCASTLE,ME,US,LTL,0.4,0.19,3.97,4,Preferred Mode
CHICAGO,IL,US,NEWNAN,GA,US,LTL,0.22,0.58,4.49,16,Preferred Mode
CHICAGO,IL,US,NEWNAN,GA,US,TL,0.16,3.06,1.91,1,Least Preferred Mode
CHICAGO,IL,US,NEWPORT NEWS,VA,US,LTL,0.2,0.83,1.69,5,Preferred Mode
CHICAGO,IL,US,NEWPORT NEWS,VA,US,TL,0.16,3.07,1.21,2,Least Preferred Mode
CHICAGO,IL,US,NEWTON,NC,US,LTL,0.3,0.47,3.22,16,Preferred Mode
CHICAGO,IL,US,NEWTON,NC,US,TL,0.36,2.9,2.52,2,Least Preferred Mode
CHICAGO,IL,US,NORFOLK,NE,US,LTL,0.3,0.7,6.8,10,Preferred Mode
CHICAGO,IL,US,NORTH ARLINGTON,NJ,US,LTL,0.38,0.19,7.87,3,Preferred Mode
CHICAGO,IL,US,NORTH CANTON,OH,US,LTL,0.28,0.75,3.1,5,Preferred Mode
CHICAGO,IL,US,NORTH CANTON,OH,US,TL,0.13,2.99,0.88,2,Least Preferred Mode
CHICAGO,IL,US,NORTH LITTLE ROCK,AR,US,LTL,0.23,0.6,3.67,8,Preferred Mode
CHICAGO,IL,US,NORTH LITTLE ROCK,AR,US,TL,0.09,2.42,0.64,1,Least Preferred Mode
CHICAGO,IL,US,NORTHBOROUGH,MA,US,TL,0.29,3,2.88,1,Preferred Mode
CHICAGO,IL,US,OAK BROOK,IL,US,LTL,0.31,3.54,6.39,1,Preferred Mode
CHICAGO,IL,US,OAKLAND,CA,US,LTL,0.91,0.09,6.53,1,Preferred Mode
CHICAGO,IL,US,OCONOMOWOC,WI,US,LTL,0.16,1.96,4.1,20,Least Preferred Mode
CHICAGO,IL,US,OCONOMOWOC,WI,US,TL,0.04,4.39,0.35,46,Preferred Mode
CHICAGO,IL,US,OKLAHOMA CITY,OK,US,LTL,0.21,0.55,1.61,25,Least Preferred Mode
CHICAGO,IL,US,OKLAHOMA CITY,OK,US,PARCEL,32.26,6.69,178.57,1,Least Preferred Mode
CHICAGO,IL,US,OKLAHOMA CITY,OK,US,TL,0.31,2.71,2.13,26,Preferred Mode
CHICAGO,IL,US,OLIVE BRANCH,MS,US,LTL,0.15,1.16,1.37,3,Preferred Mode
CHICAGO,IL,US,OLIVE BRANCH,MS,US,TL,0.16,2.5,1.05,1,Least Preferred Mode
CHICAGO,IL,US,OMAHA,NE,US,LTL,0.28,0.64,4.17,50,Preferred Mode
CHICAGO,IL,US,OMAHA,NE,US,TL,0.17,3.05,1.36,3,Least Preferred Mode
CHICAGO,IL,US,ONTARIO,CA,US,LTL,0.35,0.48,4.26,1,Preferred Mode
CHICAGO,IL,US,OPELOUSAS,LA,US,LTL,0.36,0.27,3.6,13,Preferred Mode
CHICAGO,IL,US,ORLANDO,FL,US,LTL,0.49,0.2,4.11,2,Preferred Mode
CHICAGO,IL,US,OSWEGO,IL,US,LTL,0.08,4.66,0.58,25,Least Preferred Mode
CHICAGO,IL,US,OSWEGO,IL,US,PARCEL,32.26,151.24,178.57,1,Least Preferred Mode
CHICAGO,IL,US,OSWEGO,IL,US,TL,0.06,11.5,0.41,28,Preferred Mode
CHICAGO,IL,US,OTTAWA,IL,US,LTL,0.09,4.49,1.28,47,Preferred Mode
CHICAGO,IL,US,OTTAWA,IL,US,TL,0.06,8.63,0.37,28,Least Preferred Mode
CHICAGO,IL,US,OTTAWA,KS,US,LTL,0.26,0.52,2.44,23,Preferred Mode
CHICAGO,IL,US,PALATINE,IL,US,PARCEL,30.3,90.03,263.16,1,Preferred Mode
CHICAGO,IL,US,PALESTINE,TX,US,LTL,0.96,0.32,5.82,23,Preferred Mode
CHICAGO,IL,US,PALM BEACH GARDENS,FL,US,LTL,0.69,0.16,8.45,1,Preferred Mode
CHICAGO,IL,US,PALM HARBOR,FL,US,LTL,0.45,0.27,4.37,1,Preferred Mode
CHICAGO,IL,US,PANAMA CITY,FL,US,LTL,0.67,0.19,6.36,1,Preferred Mode
CHICAGO,IL,US,PARK CITY,KS,US,LTL,0.23,0.79,1.87,3,Preferred Mode
CHICAGO,IL,US,PARKER,CO,US,LTL,0.69,0.19,5.75,2,Preferred Mode
CHICAGO,IL,US,PARKER,CO,US,PARCEL,29.41,5.05,277.78,1,Least Preferred Mode
CHICAGO,IL,US,PATTERSON,CA,US,LTL,0.16,0.11,1.29,2,Preferred Mode
CHICAGO,IL,US,PATTERSON,CA,US,TL,3.46,1.66,9.43,1,Least Preferred Mode
CHICAGO,IL,US,PENDERGRASS,GA,US,TL,0.15,3.36,0.94,1,Preferred Mode
CHICAGO,IL,US,PENNS GROVE,NJ,US,LTL,0.23,0.54,1.98,5,Preferred Mode
CHICAGO,IL,US,PENSACOLA,FL,US,LTL,0.92,0.19,7.27,7,Preferred Mode
CHICAGO,IL,US,PENSACOLA,FL,US,PARCEL,428.08,5.75,1328.13,2,Least Preferred Mode
CHICAGO,IL,US,PENSACOLA,FL,US,TL,0.29,2.85,3.03,1,Least Preferred Mode
CHICAGO,IL,US,PEOSTA,IA,US,LTL,0.19,1.09,3.1,4,Preferred Mode
CHICAGO,IL,US,PEOSTA,IA,US,TL,0.06,5.08,1.01,1,Least Preferred Mode
CHICAGO,IL,US,PERHAM,MN,US,LTL,0.39,0.24,3.75,2,Preferred Mode
CHICAGO,IL,US,PERRIS,CA,US,LTL,0.37,0.58,2.89,1,Least Preferred Mode
CHICAGO,IL,US,PERRIS,CA,US,TL,0.36,1.67,2.82,3,Preferred Mode
CHICAGO,IL,US,PERRYSBURG,OH,US,LTL,0.32,0.52,5.93,3,Preferred Mode
CHICAGO,IL,US,PETALUMA,CA,US,LTL,0.8,0.09,5.26,3,Preferred Mode
CHICAGO,IL,US,PETERSBURG,VA,US,TL,0.32,3.03,1.84,1,Preferred Mode
CHICAGO,IL,US,DALLAS,TX,US,LTL,44.84,0.19,4461.2,3,Preferred Mode
CHICAGO,IL,US,DALLAS,TX,US,TL,0.29,1.68,7.15,1,Least Preferred Mode
CHICAGO,IL,US,PHOENIX,AZ,US,LTL,0.55,0.39,8.06,28,Preferred Mode
CHICAGO,IL,US,PHOENIX,AZ,US,TL,0.41,2.02,1.82,1,Least Preferred Mode
CHICAGO,IL,US,PINE BLUFF,AR,US,LTL,0.23,0.33,2.26,1,Preferred Mode
CHICAGO,IL,US,PINEY FLATS,TN,US,TL,0.11,2.89,1.21,9,Preferred Mode
CHICAGO,IL,US,PITMAN,NJ,US,LTL,0.62,0.17,4.52,2,Preferred Mode
CHICAGO,IL,US,PITTSBURGH,PA,US,LTL,0.19,1.11,4.77,4,Preferred Mode
CHICAGO,IL,US,PLAINFIELD,IN,US,LTL,0.21,1.87,1.65,18,Least Preferred Mode
CHICAGO,IL,US,PLAINFIELD,IN,US,TL,0.06,3.97,0.44,62,Preferred Mode
CHICAGO,IL,US,PLAINS,MT,US,LTL,0.91,0.12,7.6,1,Preferred Mode
CHICAGO,IL,US,PLAINVIEW,TX,US,LTL,0.34,0.31,3.02,23,Preferred Mode
CHICAGO,IL,US,PLANO,IL,US,LTL,0.14,3.57,2.72,52,Preferred Mode
CHICAGO,IL,US,PLANT CITY,FL,US,LTL,0.52,0.25,4.57,16,Preferred Mode
CHICAGO,IL,US,POMPANO BEACH,FL,US,TL,0.17,2.98,1.81,3,Preferred Mode
CHICAGO,IL,US,PONTIAC,MI,US,LTL,0.23,1.27,1.82,16,Preferred Mode
CHICAGO,IL,US,PONTIAC,MI,US,TL,0.15,3.55,1.08,1,Least Preferred Mode
CHICAGO,IL,US,PORT WENTWORTH,GA,US,TL,0.26,2.85,1.93,3,Preferred Mode
CHICAGO,IL,US,PORTLAND,OR,US,LTL,0.48,0.26,6.86,53,Preferred Mode
CHICAGO,IL,US,PORTLAND,TN,US,LTL,0.21,0.82,2.29,41,Preferred Mode
CHICAGO,IL,US,PORTLAND,TN,US,TL,0.28,3.07,1.27,3,Least Preferred Mode
CHICAGO,IL,US,POST FALLS,ID,US,LTL,2.41,0.18,13.7,27,Preferred Mode
CHICAGO,IL,US,POST FALLS,ID,US,PARCEL,166.67,2.93,1250,1,Least Preferred Mode
CHICAGO,IL,US,PRESCOTT VALLEY,AZ,US,LTL,0.47,0.38,5.64,12,Preferred Mode
CHICAGO,IL,US,PRINCE GEORGE,VA,US,LTL,0.3,0.46,3.56,3,Preferred Mode
CHICAGO,IL,US,PRINCETON,IL,US,LTL,0.2,2.2,3,51,Preferred Mode
CHICAGO,IL,US,PRINCETON,IL,US,PARCEL,36.76,63.21,333.33,1,Least Preferred Mode
CHICAGO,IL,US,PUEBLO,CO,US,LTL,0.37,0.42,3.18,8,Preferred Mode
CHICAGO,IL,US,PUYALLUP,WA,US,LTL,0.78,0.42,20.68,1,Preferred Mode
CHICAGO,IL,US,RAYMOND,NH,US,LTL,1.23,0.35,7,16,Preferred Mode
CHICAGO,IL,US,RAYMOND,NH,US,PARCEL,263.16,5.06,1666.67,1,Least Preferred Mode
CHICAGO,IL,US,READING,PA,US,LTL,0.22,0.95,4.11,15,Least Preferred Mode
CHICAGO,IL,US,READING,PA,US,TL,0.15,3.11,1.25,17,Preferred Mode
CHICAGO,IL,US,RED BLUFF,CA,US,LTL,0.65,0.56,4.3,1,Preferred Mode
CHICAGO,IL,US,RED BLUFF,CA,US,PARCEL,28.9,2.42,92.59,1,Preferred Mode
CHICAGO,IL,US,LOSANGELES,CA,US,LTL,0.4,0.55,2.98,3,Least Preferred Mode
CHICAGO,IL,US,LOSANGELES,CA,US,TL,0.23,1.68,1.91,71,Preferred Mode
CHICAGO,IL,US,REPUBLIC,MO,US,LTL,0.28,0.39,2.28,2,Preferred Mode
CHICAGO,IL,US,RIALTO,CA,US,LTL,0.48,0.41,5.5,7,Preferred Mode
CHICAGO,IL,US,RICHLAND CENTER,WI,US,LTL,0.33,0.6,2.66,1,Preferred Mode
CHICAGO,IL,US,RICHMOND,VA,US,LTL,0.21,1,2.15,1,Least Preferred Mode
CHICAGO,IL,US,RICHMOND,VA,US,TL,0.15,2.83,1.14,200,Preferred Mode
CHICAGO,IL,US,RICHMOND HILL,NY,US,LTL,0.37,0.32,7.59,8,Preferred Mode
CHICAGO,IL,US,RIVERSIDE,CA,US,LTL,0.5,0.26,6.84,3,Preferred Mode
CHICAGO,IL,US,ROANOKE,TX,US,LTL,0.28,0.33,6.72,1,Preferred Mode
CHICAGO,IL,US,ROBBINSVILLE,NJ,US,LTL,0.35,0.17,2.5,1,Preferred Mode
CHICAGO,IL,US,ROBINSONVILLE,MS,US,TL,0.15,2.41,1.48,1,Preferred Mode
CHICAGO,IL,US,ROCK TAVERN,NY,US,LTL,0.26,0.41,2.6,4,Preferred Mode
CHICAGO,IL,US,ROCK TAVERN,NY,US,TL,0.42,3.28,3.88,1,Least Preferred Mode
CHICAGO,IL,US,ROCKLIN,CA,US,LTL,0.53,0.38,5.78,13,Preferred Mode
CHICAGO,IL,US,ROCKWALL,TX,US,LTL,2.49,0.16,14.96,1,Preferred Mode
CHICAGO,IL,US,ROME,NY,US,LTL,0.32,0.21,3.05,31,Preferred Mode
CHICAGO,IL,US,ROMEOVILLE,IL,US,LTL,0.15,7.62,1.27,10,Least Preferred Mode
CHICAGO,IL,US,ROMEOVILLE,IL,US,TL,0.03,18.44,0.24,62,Preferred Mode
CHICAGO,IL,US,ROMULUS,MI,US,TL,0.04,3.77,0.44,3,Preferred Mode
CHICAGO,IL,US,ROSEVILLE,MN,US,LTL,0.47,0.3,3.35,3,Preferred Mode
CHICAGO,IL,US,S. PORTLAND,ME,US,LTL,0.26,0.27,7.16,1,Preferred Mode
CHICAGO,IL,US,SAINT AUGUSTINE,FL,US,LTL,0.84,0.16,7.87,1,Preferred Mode
CHICAGO,IL,US,SAINT CHARLES,IL,US,LTL,0.45,2.86,3.78,1,Preferred Mode
CHICAGO,IL,US,SAINT CLOUD,MN,US,LTL,0.2,0.6,5.19,1,Preferred Mode
CHICAGO,IL,US,SAINT JAMES,MO,US,LTL,0.18,0.58,1.41,1,Least Preferred Mode
CHICAGO,IL,US,SAINT JAMES,MO,US,TL,0.05,2.81,0.45,6,Preferred Mode
