SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,TMODE,COST_PER_LB,COST_PER_MILE,COST_PER_CUFT,SHP_COUNT,MODE_PREFERENCE
DALLAS,TX,US,LAKELAND,FL,US,PARCEL,22.63,3.85,173.17,18,Least Preferred Mode
DALLAS,TX,US,LAKELAND,FL,US,TL,0.66,2.75,5.74,1,Least Preferred Mode
DALLAS,TX,US,LANCASTER,TX,US,LTL,1.51,0.96,10.34,9,Preferred Mode
DALLAS,TX,US,LANCASTER,TX,US,TL,0.22,2.81,1.83,4,Least Preferred Mode
DALLAS,TX,US,LANDOVER,MD,US,LTL,0.48,0.16,7.14,14,Preferred Mode
DALLAS,TX,US,LANDOVER,MD,US,PARCEL,454.55,2.9,5000,1,Least Preferred Mode
DALLAS,TX,US,LANSING,MI,US,LTL,0.79,0.17,5.99,2,Least Preferred Mode
DALLAS,TX,US,LANSING,MI,US,PARCEL,102.11,3.14,539.79,6,Preferred Mode
DALLAS,TX,US,LAREDO,TX,US,PARCEL,833.33,34.12,2500,2,Preferred Mode
DALLAS,TX,US,LARGO,FL,US,LTL,0.53,0.15,5.33,1,Least Preferred Mode
DALLAS,TX,US,LARGO,FL,US,PARCEL,29.24,3.87,227.27,2,Preferred Mode
DALLAS,TX,US,LAS VEGAS,NV,US,LTL,0.75,0.17,8.35,30,Least Preferred Mode
DALLAS,TX,US,LAS VEGAS,NV,US,PARCEL,86.32,3.49,745.99,38,Preferred Mode
DALLAS,TX,US,LAUREL,MD,US,LTL,0.44,0.17,4.34,5,Preferred Mode
DALLAS,TX,US,LEBANON,TN,US,LTL,0.36,0.22,2.77,11,Preferred Mode
DALLAS,TX,US,LEBANON,TN,US,PARCEL,17.07,4.37,141.55,2,Least Preferred Mode
DALLAS,TX,US,LEVITTOWN,PA,US,LTL,0.45,0.23,3.65,78,Preferred Mode
DALLAS,TX,US,LEWISBERRY,PA,US,LTL,0.48,0.19,4.05,5,Preferred Mode
DALLAS,TX,US,LEXINGTON,SC,US,LTL,0.48,0.13,5.4,2,Preferred Mode
DALLAS,TX,US,LEXINGTON,SC,US,PARCEL,98.04,3.76,5000,1,Least Preferred Mode
DALLAS,TX,US,LIBERTYVILLE,IL,US,PARCEL,79.37,3.5,454.55,1,Preferred Mode
DALLAS,TX,US,LISBON,NH,US,LTL,0.47,0.32,2.91,1,Preferred Mode
DALLAS,TX,US,LITHIA SPRINGS,GA,US,LTL,0.36,0.19,3.45,47,Preferred Mode
DALLAS,TX,US,LITTLE ROCK,AR,US,PARCEL,120.89,6.47,1126.19,5,Preferred Mode
DALLAS,TX,US,LITTLETON,CO,US,LTL,1.36,0.16,9.16,1,Preferred Mode
DALLAS,TX,US,LIVERMORE,CA,US,LTL,0.63,0.19,6.62,5,Preferred Mode
DALLAS,TX,US,LIVONIA,MI,US,LTL,0.41,0.27,3.42,19,Preferred Mode
DALLAS,TX,US,LIVONIA,MI,US,PARCEL,16.84,3.08,119.44,2,Least Preferred Mode
DALLAS,TX,US,LIVONIA,MI,US,TL,0.62,2.37,6.06,2,Least Preferred Mode
DALLAS,TX,US,LOCKBOURNE,OH,US,LTL,0.37,0.16,3.19,3,Preferred Mode
DALLAS,TX,US,LOGAN TOWNSHIP,NJ,US,LTL,0.52,0.16,3.66,7,Preferred Mode
DALLAS,TX,US,LOGAN TOWNSHIP,NJ,US,PARCEL,14.01,2.71,119.05,1,Least Preferred Mode
DALLAS,TX,US,LOMA LINDA,CA,US,LTL,0.59,0.19,7.7,1,Preferred Mode
DALLAS,TX,US,LOMBARD,IL,US,LTL,0.47,0.15,4.09,31,Preferred Mode
DALLAS,TX,US,LOMBARD,IL,US,PARCEL,14.24,3.57,130.42,2,Least Preferred Mode
DALLAS,TX,US,LONDON,OH,US,LTL,0.38,0.19,3.08,19,Preferred Mode
DALLAS,TX,US,LONDON,OH,US,PARCEL,13.12,3.42,90.91,1,Least Preferred Mode
DALLAS,TX,US,LONDON,ON,CA,PARCEL,61.04,2.86,880.28,1,Preferred Mode
DALLAS,TX,US,LONG BEACH,CA,US,LTL,0.49,0.31,3.82,4,Preferred Mode
DALLAS,TX,US,LONG BEACH,CA,US,PARCEL,7.37,3.28,90.79,2,Least Preferred Mode
DALLAS,TX,US,LORENZO,TX,US,LTL,1.17,0.25,7.89,1,Preferred Mode
DALLAS,TX,US,LOS ANGELES,CA,US,LTL,0.61,0.51,6.93,7,Preferred Mode
DALLAS,TX,US,LOS ANGELES,CA,US,PARCEL,18.25,3.28,185.19,1,Least Preferred Mode
DALLAS,TX,US,LOUISBURG,NC,US,LTL,0.51,0.1,4.39,1,Preferred Mode
DALLAS,TX,US,LOUISVILLE,KY,US,LTL,0.55,0.15,4.59,2,Preferred Mode
DALLAS,TX,US,LOUISVILLE,KY,US,PARCEL,74.1,3.91,400.64,2,Preferred Mode
DALLAS,TX,US,LOWELL,AR,US,LTL,0.32,0.23,3.2,1,Least Preferred Mode
DALLAS,TX,US,LOWELL,AR,US,PARCEL,23.55,5.99,194.34,5,Preferred Mode
DALLAS,TX,US,LOXLEY,AL,US,LTL,0.44,0.21,8.01,7,Preferred Mode
DALLAS,TX,US,LUBBOCK,TX,US,LTL,0.33,0.23,5.92,4,Preferred Mode
DALLAS,TX,US,LUMBERTON,NC,US,LTL,0.43,0.26,2.85,2,Preferred Mode
DALLAS,TX,US,LYNN HAVEN,FL,US,PARCEL,12.98,5.14,107.99,1,Preferred Mode
DALLAS,TX,US,MACON,GA,US,LTL,0.37,0.17,3.01,1,Preferred Mode
DALLAS,TX,US,MADISON,AL,US,LTL,0.51,0.18,3.69,9,Preferred Mode
DALLAS,TX,US,MADISON,WI,US,LTL,0.38,0.2,2.37,1,Preferred Mode
DALLAS,TX,US,MADISONVILLE,KY,US,LTL,0.36,0.23,2.93,36,Preferred Mode
DALLAS,TX,US,MANSFIELD,MA,US,LTL,0.52,0.2,5.31,3,Preferred Mode
DALLAS,TX,US,MANSFIELD,MA,US,PARCEL,30.98,2.33,600.64,3,Preferred Mode
DALLAS,TX,US,MANTECA,CA,US,LTL,0.55,0.17,4.78,5,Preferred Mode
DALLAS,TX,US,MARIANNA,FL,US,LTL,0.3,0.37,2.15,1,Preferred Mode
DALLAS,TX,US,MARYLAND HEIGHTS,MO,US,PARCEL,277.78,4.44,2500,1,Preferred Mode
DALLAS,TX,US,MC GAHEYSVILLE,VA,US,LTL,0.32,0.47,1.92,3,Preferred Mode
DALLAS,TX,US,MECHANICSBURG,PA,US,LTL,2.32,0.09,17.81,1,Preferred Mode
DALLAS,TX,US,MECHANICSBURG,PA,US,PARCEL,71.43,2.83,555.56,1,Preferred Mode
DALLAS,TX,US,MEDINA,OH,US,LTL,0.51,0.13,4.42,5,Preferred Mode
DALLAS,TX,US,MEDLEY,FL,US,LTL,0.48,0.17,4.63,1,Preferred Mode
DALLAS,TX,US,MEMPHIS,TN,US,LTL,0.4,0.2,3.73,7,Preferred Mode
DALLAS,TX,US,MEMPHIS,TN,US,PARCEL,14.71,5.51,172.41,1,Least Preferred Mode
DALLAS,TX,US,MERIDIAN,MS,US,LTL,0.26,0.21,2.2,1,Preferred Mode
DALLAS,TX,US,MESA,AZ,US,LTL,0.52,0.23,4.73,16,Preferred Mode
DALLAS,TX,US,MESA,AZ,US,PARCEL,35.33,4.4,186.87,3,Least Preferred Mode
DALLAS,TX,US,MIAMI,FL,US,LTL,0.61,0.18,5.78,11,Preferred Mode
DALLAS,TX,US,MIAMI,FL,US,PARCEL,268.54,3.27,125154.17,4,Least Preferred Mode
DALLAS,TX,US,MIAMI BEACH,FL,US,LTL,0.57,0.13,4.6,1,Preferred Mode
DALLAS,TX,US,MIAMI GARDENS,FL,US,LTL,1.27,0.11,8.57,1,Preferred Mode
DALLAS,TX,US,MIAMI LAKES,FL,US,PARCEL,110.43,3.29,729.17,2,Preferred Mode
DALLAS,TX,US,MIDDLETOWN,NJ,US,PARCEL,833.33,2.6,5000,1,Preferred Mode
DALLAS,TX,US,MIDDLETOWN,PA,US,LTL,0.53,0.14,6.12,8,Preferred Mode
DALLAS,TX,US,MIDDLETOWN,PA,US,PARCEL,14.01,2.8,131.58,1,Least Preferred Mode
DALLAS,TX,US,MILFORD,CT,US,LTL,0.61,0.13,5.65,6,Preferred Mode
DALLAS,TX,US,MILFORD,OH,US,LTL,0.43,0.28,3.06,22,Preferred Mode
DALLAS,TX,US,MILFORD,OH,US,PARCEL,43.43,3.59,138.88,5,Least Preferred Mode
DALLAS,TX,US,MILLSBORO,DE,US,LTL,0.57,0.14,13.25,6,Preferred Mode
DALLAS,TX,US,MILTON,ON,CA,LTL,1.12,0.29,10.76,15,Preferred Mode
DALLAS,TX,US,MILTON,ON,CA,PARCEL,1623.6,2.73,102076.92,5,Least Preferred Mode
DALLAS,TX,US,MILTON,ON,CA,TL,0.49,2.31,4.64,15,Preferred Mode
DALLAS,TX,US,MILWAUKEE,WI,US,LTL,0.86,0.13,3.21,1,Least Preferred Mode
DALLAS,TX,US,MILWAUKEE,WI,US,PARCEL,57.06,3.36,283.79,11,Preferred Mode
DALLAS,TX,US,MOAB,UT,US,PARCEL,11.16,3.87,357.14,1,Preferred Mode
DALLAS,TX,US,MOBILE,AL,US,PARCEL,21.01,6.17,161.29,1,Preferred Mode
DALLAS,TX,US,MONROE,OH,US,LTL,0.47,0.21,4.13,12,Preferred Mode
DALLAS,TX,US,MONROE,OH,US,PARCEL,15.45,3.56,133.05,2,Least Preferred Mode
DALLAS,TX,US,MONTGOMERY,AL,US,LTL,0.33,0.18,3.75,1,Preferred Mode
DALLAS,TX,US,MONTGOMERY,NY,US,LTL,0.54,0.14,4.96,15,Preferred Mode
DALLAS,TX,US,MONTGOMERY,NY,US,PARCEL,52.28,2.55,2571.43,2,Least Preferred Mode
DALLAS,TX,US,MONTOURSVILLE,PA,US,LTL,0.27,0.82,1.7,1,Least Preferred Mode
DALLAS,TX,US,MONTOURSVILLE,PA,US,PARCEL,2.48,2.69,15.38,1,Least Preferred Mode
DALLAS,TX,US,MONTOURSVILLE,PA,US,TL,0.57,2.51,3.52,3,Preferred Mode
DALLAS,TX,US,MORAINE,OH,US,PARCEL,25,3.5,200,1,Preferred Mode
DALLAS,TX,US,MOUNT PLEASANT,PA,US,LTL,0.49,0.36,10.53,115,Preferred Mode
DALLAS,TX,US,MOUNT PLEASANT,PA,US,PARCEL,33.61,2.98,18012.32,29,Least Preferred Mode
DALLAS,TX,US,MOUNT PLEASANT,PA,US,TL,6.82,2.6,41.2,1,Least Preferred Mode
DALLAS,TX,US,MURRAY,KY,US,LTL,0.37,0.2,4.31,8,Preferred Mode
DALLAS,TX,US,MYRTLE BEACH,SC,US,LTL,0.31,0.12,2.46,7,Preferred Mode
DALLAS,TX,US,MYRTLE BEACH,SC,US,PARCEL,12.61,3.35,80.66,2,Least Preferred Mode
DALLAS,TX,US,"N LITTLE ROCK,",AR,US,PARCEL,79.37,6.45,500,1,Preferred Mode
DALLAS,TX,US,N. LITTLE ROCK,AR,US,PARCEL,172.41,6.45,500,1,Preferred Mode
DALLAS,TX,US,NASHVILLE,TN,US,LTL,0.35,0.19,3.45,25,Preferred Mode
DALLAS,TX,US,NELLIS AFB,NV,US,LTL,0.42,0.38,2.63,1,Preferred Mode
DALLAS,TX,US,NEW BERLIN,WI,US,LTL,0.4,0.15,5.61,15,Preferred Mode
DALLAS,TX,US,NEW BERLIN,WI,US,PARCEL,99.02,3.37,740.05,5,Least Preferred Mode
DALLAS,TX,US,NEW BRIGHTON,MN,US,LTL,0.47,0.14,4.47,5,Preferred Mode
DALLAS,TX,US,NEW BRIGHTON,MN,US,PARCEL,130.3,3.49,1043.42,5,Preferred Mode
DALLAS,TX,US,NEW CASTLE,DE,US,LTL,0.71,0.19,11.37,13,Preferred Mode
DALLAS,TX,US,NEW CASTLE,DE,US,PARCEL,15.06,2.74,109.13,2,Least Preferred Mode
DALLAS,TX,US,NEW HAVEN,CT,US,LTL,0.37,0.67,2.27,2,Preferred Mode
DALLAS,TX,US,NEW ROCHELLE,NY,US,LTL,0.52,0.17,4.22,1,Preferred Mode
DALLAS,TX,US,NEW STANTON,PA,US,LTL,0.62,0.1,7.31,1,Preferred Mode
DALLAS,TX,US,NEW STANTON,PA,US,PARCEL,40.32,2.98,333.33,1,Preferred Mode
DALLAS,TX,US,NEW YORK,NY,US,LTL,0.54,0.25,5.55,1,Preferred Mode
DALLAS,TX,US,NEW YORK,NY,US,PARCEL,31.06,2.56,172.41,1,Preferred Mode
DALLAS,TX,US,NEW YORK CITY,NY,US,LTL,0.53,0.21,14.75,2,Preferred Mode
DALLAS,TX,US,NORCROSS,GA,US,LTL,0.35,0.24,3.03,13,Preferred Mode
DALLAS,TX,US,NORCROSS,GA,US,PARCEL,92.47,4.35,256.77,3,Least Preferred Mode
DALLAS,TX,US,NORTH LITTLE ROCK,AR,US,LTL,0.37,0.3,3.29,9,Preferred Mode
DALLAS,TX,US,NORTH LITTLE ROCK,AR,US,PARCEL,16.13,6.45,135.14,1,Least Preferred Mode
DALLAS,TX,US,NORTH MIAMI,FL,US,LTL,0.48,0.2,4.08,2,Preferred Mode
DALLAS,TX,US,NORTHLAKE,IL,US,LTL,0.35,0.4,2.68,37,Preferred Mode
DALLAS,TX,US,NORTHLAKE,IL,US,PARCEL,31.13,3.55,330.65,2,Least Preferred Mode
DALLAS,TX,US,NORTHRIDGE,CA,US,PARCEL,77.19,3.24,612.5,5,Preferred Mode
DALLAS,TX,US,NORWOOD,MA,US,LTL,4.11,0.08,17.41,4,Least Preferred Mode
DALLAS,TX,US,NORWOOD,MA,US,PARCEL,101.1,2.33,1141.9,151,Preferred Mode
DALLAS,TX,US,OAKBORO,NC,US,PARCEL,15.87,3.55,166.67,1,Preferred Mode
DALLAS,TX,US,OAKWOOD VILLAGE,OH,US,LTL,0.5,0.13,4.89,3,Least Preferred Mode
DALLAS,TX,US,OAKWOOD VILLAGE,OH,US,PARCEL,16.03,3.09,154.01,7,Preferred Mode
DALLAS,TX,US,OCALA,FL,US,PARCEL,68.49,4.12,714.29,1,Preferred Mode
DALLAS,TX,US,OGALLALA,NE,US,LTL,23.02,2.68,221.97,1,Preferred Mode
DALLAS,TX,US,OKLAHOMA CITY,OK,US,LTL,0.5,0.25,4.67,8,Preferred Mode
DALLAS,TX,US,OKLAHOMA CITY,OK,US,PARCEL,64.64,7.2,389.24,5,Least Preferred Mode
DALLAS,TX,US,OLIVE BRANCH,MS,US,LTL,0.27,0.29,2.02,4,Preferred Mode
DALLAS,TX,US,OLIVE BRANCH,MS,US,TL,0.46,2.66,3.62,1,Least Preferred Mode
DALLAS,TX,US,OMAHA,NE,US,LTL,0.46,0.18,4.3,2,Least Preferred Mode
DALLAS,TX,US,OMAHA,NE,US,PARCEL,23.71,4.37,221.67,3,Preferred Mode
DALLAS,TX,US,ONTARIO,CA,US,LTL,0.52,0.23,4.7,48,Preferred Mode
DALLAS,TX,US,ONTARIO,CA,US,PARCEL,18.55,3.37,163.04,2,Least Preferred Mode
DALLAS,TX,US,ORANGE,CA,US,PARCEL,71,3.33,416.98,4,Preferred Mode
DALLAS,TX,US,ORLANDO,FL,US,LTL,0.48,0.23,5.98,74,Preferred Mode
DALLAS,TX,US,ORLANDO,FL,US,PARCEL,44.37,3.86,328.04,11,Least Preferred Mode
DALLAS,TX,US,OXFORD,MS,US,LTL,0.39,0.19,2.49,2,Preferred Mode
DALLAS,TX,US,PALM BEACH SHORES,FL,US,PARCEL,69,3.43,294.12,2,Preferred Mode
DALLAS,TX,US,PARK CITY,KS,US,LTL,0.36,0.26,2.94,5,Preferred Mode
DALLAS,TX,US,PATTERSON,CA,US,LTL,0.63,0.23,5.2,29,Preferred Mode
DALLAS,TX,US,PEMBROKE PARK,FL,US,LTL,0.42,0.11,3.66,3,Least Preferred Mode
DALLAS,TX,US,PEMBROKE PARK,FL,US,PARCEL,15.29,3.31,130.12,6,Preferred Mode
DALLAS,TX,US,PENNS GROVE,NJ,US,LTL,0.47,0.24,4,9,Preferred Mode
DALLAS,TX,US,PENSACOLA,FL,US,LTL,1.11,0.2,8.74,1,Least Preferred Mode
DALLAS,TX,US,PENSACOLA,FL,US,PARCEL,53.17,5.76,285.39,3,Preferred Mode
DALLAS,TX,US,PEORIA,IL,US,LTL,0.54,0.16,9.72,6,Preferred Mode
DALLAS,TX,US,PEORIA,IL,US,PARCEL,43.1,3.88,357.14,1,Least Preferred Mode
DALLAS,TX,US,PERRYVILLE,MD,US,LTL,0.55,0.12,4.27,1,Preferred Mode
DALLAS,TX,US,PERTH AMBOY,NJ,US,LTL,0.54,0.16,4.4,2,Preferred Mode
DALLAS,TX,US,PERTH AMBOY,NJ,US,PARCEL,15.87,2.61,166.67,1,Least Preferred Mode
DALLAS,TX,US,PETERSBURG,VA,US,LTL,0.49,0.17,3.81,7,Preferred Mode
DALLAS,TX,US,PETERSBURG,VA,US,PARCEL,15.48,3.06,125,1,Least Preferred Mode
DALLAS,TX,US,PHILADELPHIA,PA,US,LTL,0.49,0.15,10.32,10,Preferred Mode
DALLAS,TX,US,PHILADELPHIA,PA,US,PARCEL,15,2.69,297.62,2,Least Preferred Mode
DALLAS,TX,US,PHOENIX,AZ,US,LTL,0.65,0.2,5.49,43,Preferred Mode
DALLAS,TX,US,PHOENIX,AZ,US,PARCEL,34.17,4.35,240.08,18,Least Preferred Mode
DALLAS,TX,US,PHOENIXVILLE,PA,US,LTL,0.52,0.15,4.55,38,Preferred Mode
DALLAS,TX,US,PLAINFIELD,IN,US,LTL,0.48,0.21,4.23,16,Preferred Mode
DALLAS,TX,US,PLAINFIELD,IN,US,PARCEL,18.45,3.77,142.86,1,Least Preferred Mode
DALLAS,TX,US,PLANO,TX,US,LTL,0.27,0.29,3.33,17,Preferred Mode
DALLAS,TX,US,PLANO,TX,US,PARCEL,32.71,9.49,219.9,6,Least Preferred Mode
DALLAS,TX,US,PLANTATION,FL,US,LTL,0.55,0.17,4.73,1,Preferred Mode
DALLAS,TX,US,PLEASANT PRAIRIE,WI,US,LTL,0.31,0.72,2.55,2,Preferred Mode
DALLAS,TX,US,PLEASANT PRAIRIE,WI,US,PARCEL,14.49,3.45,111.11,1,Least Preferred Mode
DALLAS,TX,US,PLEASANTON,CA,US,LTL,1.36,0.1,9.2,1,Preferred Mode
DALLAS,TX,US,PLYMOUTH,MA,US,LTL,1.17,0.07,7.89,1,Preferred Mode
DALLAS,TX,US,POMPANO BEACH,FL,US,LTL,0.53,0.16,5.04,24,Preferred Mode
DALLAS,TX,US,POMPANO BEACH,FL,US,PARCEL,16.37,3.34,152,2,Least Preferred Mode
DALLAS,TX,US,POOLER,GA,US,LTL,0.32,0.15,2.34,2,Least Preferred Mode
DALLAS,TX,US,POOLER,GA,US,PARCEL,49.79,3.87,561.73,3,Preferred Mode
DALLAS,TX,US,PORT CHARLOTTE,FL,US,LTL,0.37,0.47,2.94,1,Preferred Mode
DALLAS,TX,US,PORTLAND,OR,US,LTL,0.72,0.12,5.91,9,Preferred Mode
DALLAS,TX,US,PORTLAND,OR,US,PARCEL,11.67,2.19,71.04,2,Least Preferred Mode
DALLAS,TX,US,PRINCETON,IL,US,PARCEL,104.17,3.73,5000,1,Preferred Mode
DALLAS,TX,US,PRINCETON,IL,US,TL,0.39,3.73,2.34,1,Preferred Mode
DALLAS,TX,US,QUINCY,IL,US,LTL,1.14,0.27,11.15,5,Least Preferred Mode
DALLAS,TX,US,QUINCY,IL,US,PARCEL,51,4.24,406.66,10,Preferred Mode
DALLAS,TX,US,RACINE,WI,US,LTL,0.45,0.14,4.01,1,Least Preferred Mode
DALLAS,TX,US,RACINE,WI,US,PARCEL,94.61,3.4,2750,2,Preferred Mode
DALLAS,TX,US,RADNOR,PA,US,LTL,0.34,0.7,2.12,1,Preferred Mode
DALLAS,TX,US,RALEIGH,NC,US,LTL,0.43,0.2,2.73,3,Preferred Mode
DALLAS,TX,US,RALEIGH,NC,US,PARCEL,18.59,3.31,138.89,1,Least Preferred Mode
DALLAS,TX,US,READING,PA,US,LTL,0.34,0.6,3.94,1,Preferred Mode
DALLAS,TX,US,REDDING,CA,US,LTL,0.8,0.22,7.73,1,Preferred Mode
DALLAS,TX,US,LOSANGELES,CA,US,LTL,0.51,0.41,4.14,30,Preferred Mode
DALLAS,TX,US,LOSANGELES,CA,US,PARCEL,19.61,3.43,125,1,Least Preferred Mode
DALLAS,TX,US,LOSANGELES,CA,US,TL,0.46,2.26,3.51,3,Least Preferred Mode
DALLAS,TX,US,REDMOND,WA,US,LTL,0.77,0.11,4.9,1,Preferred Mode
DALLAS,TX,US,RENO,NV,US,LTL,0.59,0.18,6.31,6,Preferred Mode
DALLAS,TX,US,REPUBLIC,MO,US,LTL,0.3,0.31,2.35,1,Preferred Mode
DALLAS,TX,US,REPUBLIC,MO,US,PARCEL,15.38,5.5,131.58,1,Preferred Mode
DALLAS,TX,US,RESEDA,CA,US,LTL,0.65,0.15,4.72,3,Least Preferred Mode
DALLAS,TX,US,RESEDA,CA,US,PARCEL,48.57,3.24,274.82,9,Preferred Mode
DALLAS,TX,US,RIALTO,CA,US,LTL,0.53,0.31,4.7,8,Preferred Mode
DALLAS,TX,US,RICHMOND,VA,US,LTL,0.31,0.84,3.66,4,Least Preferred Mode
DALLAS,TX,US,RICHMOND,VA,US,TL,0.44,2.2,3.63,8,Preferred Mode
DALLAS,TX,US,RIDGECREST,CA,US,LTL,0.76,0.12,6.01,1,Preferred Mode
DALLAS,TX,US,RIVERSIDE,CA,US,LTL,0.56,0.24,4.93,22,Preferred Mode
DALLAS,TX,US,RIVERSIDE,CA,US,PARCEL,18.18,3.41,156.25,1,Least Preferred Mode
DALLAS,TX,US,ROANOKE,VA,US,LTL,0.51,0.13,7.15,1,Preferred Mode
DALLAS,TX,US,ROBBINSVILLE,NJ,US,LTL,0.49,0.15,4.8,1,Preferred Mode
DALLAS,TX,US,ROCHESTER,NY,US,LTL,0.45,0.13,4.38,2,Preferred Mode
DALLAS,TX,US,ROCHESTER HILLS,MI,US,LTL,0.37,0.23,4.22,1,Preferred Mode
DALLAS,TX,US,ROCK TAVERN,NY,US,LTL,0.54,0.17,4.46,11,Preferred Mode
DALLAS,TX,US,ROCKWALL,TX,US,LTL,4.74,0.34,10172.29,2,Least Preferred Mode
DALLAS,TX,US,ROCKWALL,TX,US,PARCEL,116.96,9.5,613.69,112,Preferred Mode
DALLAS,TX,US,ROMEOVILLE,IL,US,LTL,0.51,0.15,4.2,13,Preferred Mode
DALLAS,TX,US,ROMEOVILLE,IL,US,PARCEL,17.42,3.62,147.06,1,Least Preferred Mode
DALLAS,TX,US,ROMEOVILLE,IL,US,TL,0.59,2.28,5.5,1,Least Preferred Mode
DALLAS,TX,US,ROSELLE,IL,US,PARCEL,18.52,3.55,125,1,Preferred Mode
DALLAS,TX,US,ROSEVILLE,MI,US,LTL,0.36,0.12,3.37,1,Least Preferred Mode
DALLAS,TX,US,ROSEVILLE,MI,US,PARCEL,61.59,3.05,491.07,2,Preferred Mode
DALLAS,TX,US,ROUND ROCK,TX,US,LTL,0.16,1.03,2.05,1,Preferred Mode
DALLAS,TX,US,RURAL HALL,NC,US,LTL,0.52,0.13,4.76,3,Preferred Mode
DALLAS,TX,US,RURAL HALL,NC,US,PARCEL,25.33,3.44,208.7,2,Least Preferred Mode
DALLAS,TX,US,S SCHODACK,NY,US,LTL,0.54,0.15,4.49,5,Preferred Mode
DALLAS,TX,US,S SCHODACK,NY,US,PARCEL,17.39,2.42,126.77,2,Least Preferred Mode
DALLAS,TX,US,SACRAMENTO,CA,US,LTL,0.69,0.17,5.75,13,Preferred Mode
DALLAS,TX,US,SAINT AUGUSTINE,FL,US,LTL,0.5,0.12,5.02,1,Preferred Mode
DALLAS,TX,US,SAINT CLOUD,MN,US,LTL,0.44,0.16,3.99,4,Preferred Mode
DALLAS,TX,US,SAINT LOUIS,MO,US,LTL,0.33,0.15,4,11,Preferred Mode
DALLAS,TX,US,SAINT LOUIS,MO,US,PARCEL,14.08,4.47,131.58,1,Least Preferred Mode
DALLAS,TX,US,SAINT PAUL,MN,US,LTL,0.53,0.13,3.62,1,Least Preferred Mode
DALLAS,TX,US,SAINT PAUL,MN,US,PARCEL,70.96,3.51,638.89,2,Preferred Mode
DALLAS,TX,US,SAINT PETERSBURG,FL,US,LTL,0.38,0.13,3.42,2,Preferred Mode
DALLAS,TX,US,SALEM,NJ,US,PARCEL,5000,2.72,500000,1,Preferred Mode
DALLAS,TX,US,SALEM,OR,US,LTL,0.72,0.19,5.96,12,Preferred Mode
DALLAS,TX,US,SALINAS,CA,US,LTL,0.65,0.17,4.81,4,Preferred Mode
DALLAS,TX,US,SALINAS,CA,US,PARCEL,37.88,2.75,222.04,2,Least Preferred Mode
DALLAS,TX,US,SALT LAKE CITY,UT,US,LTL,0.55,0.26,5.31,9,Preferred Mode
DALLAS,TX,US,SAN ANTONIO,TX,US,LTL,0.3,0.66,2.79,28,Preferred Mode
DALLAS,TX,US,SAN ANTONIO,TX,US,PARCEL,42.53,21.28,1194.94,9,Least Preferred Mode
DALLAS,TX,US,SAN ANTONIO,TX,US,TL,0.24,4.54,1.55,1,Least Preferred Mode
DALLAS,TX,US,SAN BERNARDINO,CA,US,LTL,0.56,0.25,5.06,48,Preferred Mode
DALLAS,TX,US,SAN BERNARDINO,CA,US,PARCEL,571.68,3.41,1776.7,3,Least Preferred Mode
DALLAS,TX,US,SAN CARLOS,CA,US,LTL,0.71,0.14,13.97,2,Preferred Mode
DALLAS,TX,US,SAN DIEGO,CA,US,LTL,0.63,0.25,4.68,11,Preferred Mode
DALLAS,TX,US,SAN DIEGO,CA,US,PARCEL,80.94,3.4,546.58,9,Least Preferred Mode
DALLAS,TX,US,SAN FRAN,CA,US,PARCEL,42.37,2.63,357.14,1,Preferred Mode
DALLAS,TX,US,SAN FRANCISCO,CA,US,PARCEL,23.26,2.63,185.19,3,Preferred Mode
DALLAS,TX,US,SAN JACINTO,CA,US,PARCEL,22.12,3.43,166.67,1,Preferred Mode
DALLAS,TX,US,SAN JOSE,CA,US,LTL,0.7,0.14,6.26,11,Preferred Mode
DALLAS,TX,US,SAN JOSE,CA,US,PARCEL,32.22,2.69,509.4,3,Least Preferred Mode
DALLAS,TX,US,SANTA ANA,CA,US,LTL,0.6,0.21,6.7,7,Preferred Mode
DALLAS,TX,US,SANTA ANA,CA,US,PARCEL,16.95,3.32,178.57,1,Least Preferred Mode
DALLAS,TX,US,SANTA BARBARA,CA,US,PARCEL,45.45,3.09,384.62,1,Preferred Mode
DALLAS,TX,US,SANTA FE SPRINGS,CA,US,LTL,0.61,0.22,5.88,9,Preferred Mode
DALLAS,TX,US,SANTA FE SPRINGS,CA,US,PARCEL,14.71,3.31,85.89,2,Least Preferred Mode
DALLAS,TX,US,SANTA ROSA,CA,US,PARCEL,51.18,2.56,223.21,3,Preferred Mode
DALLAS,TX,US,SAPULPA,OK,US,PARCEL,19.61,6.64,119.05,1,Preferred Mode
DALLAS,TX,US,SARASOTA,FL,US,LTL,0.31,0.73,4.62,1,Least Preferred Mode
DALLAS,TX,US,SARASOTA,FL,US,PARCEL,44.53,3.75,296.47,2,Preferred Mode
DALLAS,TX,US,SAYREVILLE,NJ,US,LTL,0.57,0.17,6.24,15,Preferred Mode
DALLAS,TX,US,SAYREVILLE,NJ,US,PARCEL,86.21,2.62,1666.67,1,Least Preferred Mode
DALLAS,TX,US,SCHERTZ,TX,US,LTL,0.31,0.71,2.9,16,Preferred Mode
DALLAS,TX,US,SCHERTZ,TX,US,PARCEL,30.52,19.96,258.63,5,Least Preferred Mode
